id,comment,sentiment,topic,source,post_id,user_name
189,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,youtube,post_0189,user_0189
190,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,media,forum,post_0190,user_0190
191,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_0191,user_0191
192,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_0192,user_0192
193,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,media,youtube,post_0193,user_0193
194,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,forum,post_0194,user_0194
195,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,twitter,post_0195,user_0195
196,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,security,facebook,post_0196,user_0196
197,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,media,twitter,post_0197,user_0197
198,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,media,twitter,post_0198,user_0198
199,This event could affect upcoming regional policies. This event could affect upcoming regional policies. This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,security,facebook,post_0199,user_0199
200,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_0200,user_0200
201,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_0201,user_0201
202,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_0202,user_0202
203,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,security,twitter,post_0203,user_0203
204,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,media,forum,post_0204,user_0204
205,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,forum,post_0205,user_0205
206,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,media,facebook,post_0206,user_0206
207,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,security,forum,post_0207,user_0207
208,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_0208,user_0208
209,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,security,forum,post_0209,user_0209
210,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_0210,user_0210
